EventTemplate,AdldEventId
Failed to cache block_<*>: Underlying blocks are not backed by files.,3709
Failed to cache block_<*>: failed to find backing files.,3710
Failed to cache block_<*>: failed to open file,3711
Failed to cache block_<*>: checksum verification failed.,3712
Failed to cache the block <*>!,3713
Successfully cached block_<*>. We are now caching <*> bytes in total.,3714
Error while closing RouterClient,3715
Loading section STRING_TABLE length: <*>,3716
Opening connection to https:<*>:<*>,3717
Unable to extract metrics: Connection refused,3718
"Cannot get active NN for nameserviceId, State Store unavailable",3719
isSaslEnabled: true,3720
Opened streaming server at datanode<*>:<*>,3721
"Encountered exception when handling exception (Operation failed):, java.lang.Exception",3722
"Deleting temporary files: <*><*>_<*><*><*>, <*><*>_<*><*><*>",3723
Deleting <*><*>_<*><*><*> has failed,3724
Moved <*> to <*>,3725
Failed to connect to https:<*>:<*> while fetching HAServiceState,3726
NameNode https:<*>:<*> threw StandbyException when fetching HAState,3727
BLOCK* InvalidateBlocks: add Block to DatanodeInfo,3728
"getAdditionalDatanode: src=<*>, fileId=<*>, blk=block_<*>_replica, existings=<*>, excludes=<*>, numAdditionalNodes=<*>, clientName=hdfs_client",3729
current cluster id for sd=<*>;lv=<*>;cid=clusterID,3730
couldn't find any VERSION file containing valid ClusterId,3731
this sd not available: <*>,3732
IllegalArgumentException: Null blockpool id,3733
Block pool pool-<*> added to bpByBlockPoolId,3734
Fenced by fencer<*> with epoch <*>,3735
java.lang.IllegalArgumentException: The path hdfs:<*> is not absolute,3736
java.lang.IllegalArgumentException: The path <*> does not contain scheme and authority thus cannot identify its name service,3737
Journal node retrieved or created,3738
Log segment started,3739
Getting exception while validating integrity and setting length for blockFile,3740
Unexpected health check result <*> for volume volume-<*>,3741
Volume volume-<*> is <*>,3742
"Volume volume-<*> detected as being unhealthy, volume-<*>",3743
Block checksum verification failed. Number of nodes <*> is less than required minimum <*> in file <*>,3744
Starting standby checkpoint thread...,3745
Checkpointing active NN to possible NNs: <*>,3746
"Serving checkpoints at <*>, namenode<*>:<*>, namenode<*>:<*>",3747
BLOCK* prepareFileForTruncate: Scheduling copy-on-truncate to new size <*> new block Block_<*>_<*> old block Block_<*>_<*>,3748
BLOCK* prepareFileForTruncate: UnderConstructionBlock Scheduling in-place block truncate to new size <*>,3749
Caught exception when obtaining reference count on closed volume,3750
Unexpected IOException,3751
Proxying operation: getFileInfo,3752
"Proxying operation: getFileInfo, getFileStatus",3753
Called <*>,3754
Trigger the write back task. Current nextOffset: <*>,3755
The write back thread is working.,3756
"Excluding datanode datanode-<*>: outOfService=true, excluded=false, notIncluded=false",3757
Restored <*> block files from trash.,3758
Restored <*> block files from trash before the layout upgrade. These blocks will be moved to the previous directory during the upgrade,3759
namenodes = https:<*>:<*>,3760
"parameters = <*> iterations, threshold = <*>.<*>%, max size to move = <*>MB<*>",3761
included nodes = <*>,3762
excluded nodes = <*>,3763
source nodes = <*>,3764
Skipping blockpool pool-<*>,3765
DIR* NameSystem.completeFile: <*>,3766
BLOCK* markBlockReplicasAsCorrupt: mark block replica Block_<*>_<*> on datanode_<*>:<*> as corrupt because the dn is not in the new committed storage list.,3767
trimEvictionMaps is purging replica description,3768
Removing stale node datanode<*>,3769
"SkipList is enabled with skipInterval=<*>, maxLevels=<*>",3770
SkipList is disabled,3771
Recalculate checksum for the missing<*> block index <*>,3772
"Recalculated checksum for the block index:<*>, checksum=<*>da<*>b",3773
Processing dirDiffEntry,3774
Unregistering slot because the requestShortCircuitFdsForRead operation failed.,3775
Request short-circuit read file descriptor failed with unknown error.,3776
Receipt verification is not enabled on the DataNode. Not verifying slotId,3777
Reading receipt verification byte for slotId,3778
Cannot finalize file <*> because it is not under construction,3779
Excluding datanode,3780
Web server init done,3781
lastTxnId: <*>,3782
Edits tailer failed to find any streams. Will try again later.,3783
Exception in closing,3784
Loaded edits starting from txid <*>,3785
"elapsedTimeMs > refreshIntervalMs : <*> > <*>, so refreshing cache",3786
LIVE datanodes: <*>,3787
JMX URL: https:<*><*>:<*><*>,3788
"Cannot read JMX bean Memory from server https:<*><*>:<*><*>, java.lang.Exception",3789
Cannot parse JMX output for Memory from server https:<*><*>:<*><*>: JSON error message,3790
Balancing took <*> seconds,3791
New BlockReaderLocalLegacy for file <*><*> of size <*> startOffset <*> length <*> short circuit checksum true,3792
Reading credentials from location <*>,3793
Loaded <*> tokens from <*>,3794
Token file <*> does not exist,3795
Failure to load login credentials,3796
Null token ignored for kerberos_principal,3797
Incorrect version exception,3798
Reported DataNode version <*> of DN datanode<*> does not match NameNode version <*>. Note: This is normal during a rolling upgrade.,3799
Name service ID hdfs_cluster will use virtual IP <*>.<*>.<*>.<*> for failover,3800
"Slow flushOrSync took <*> ms (threshold=<*> ms), isSync:true, flushTotalNanos=<*> ns, volume=file:<*><*><*>, blockId=<*>",3801
Removed blocks associated with storage <*> from DataNode datanode<*>,3802
Failed to get remaining capacity,3803
"read(arr.length=<*>, off=<*>, len=<*>, filename=<*>, block=block_<*>, canSkipChecksum=true): starting",3804
"read(arr.length=<*>, off=<*>, len=<*>, filename=<*>, block=block_<*>, canSkipChecksum=true): returning <*>",3805
"read(arr.length=<*>, off=<*>, len=<*>, filename=<*>, block=block_<*>, canSkipChecksum=true): I<*> error",3806
"Received an RBW replica for block_<*> on datanode<*>: ignoring it, since it is complete with the same genstamp",3807
Unexpected replica state for block_<*>,3808
Failed to <*> storage directory <*><*>,3809
Storage directory <*><*> has already been used.,3810
loadDataStorage: <*> upgrade tasks,3811
Failed to add storage directory <*><*>,3812
"Operation: listCachePools, Success: <*>",3813
Running refresh for <*> streams,3814
Finished refreshing <*> of <*> streams in <*>ms,3815
"Slow manageWriterOsCache took <*>ms (threshold=<*>ms), volume=hdfs:<*><*>:<*><*><*>, blockId=<*>",3816
"Error managing cache for writer of block blk_<*>, java.io.IOException: Disk full",3817
Audit <*> satisfyStoragePolicy,3818
Generate delegation token with renewer,3819
Delegation Token can be issued only with kerberos or web authentication,3820
Cancelling token,3821
Slow peer detection is disabled. Try enabling it first to capture slow peer outliers.,3822
Fallback to the old authorization provider API because the expected method is not found.,3823
Use the new authorization provider API,3824
"Probe datanode: datanode-<*> result: true, type: CHECK_DEAD",3825
Remove the node out from dead node list: datanode-<*>.,3826
"Probe datanode: datanode-<*> result: true, type: CHECK_SUSPECT",3827
Remove the node out from suspect node list: datanode-<*>.,3828
"Probe datanode: datanode-<*> result: false, type: CHECK_SUSPECT",3829
"Probe failed, add suspect node to dead node list: datanode-<*>.",3830
"Probe datanode: datanode-<*> result: false, type: CHECK_ALIVE",3831
Setting timeout to <*>ms,3832
Connection to the State Store driver hdfs:<*><*>:<*> is open and ready,3833
Cannot initialize State Store driver hdfs:<*><*>:<*>,3834
Connection context details logged,3835
"BlockRecoveryWorker: block=block_<*> (length=<*>), isTruncateRecovery=false, syncList=<*>",3836
"syncBlock for block block_<*>, all datanodes don't have the block or their replicas have <*> length. The block can be deleted.",3837
Commit done: <*>,3838
Edits file edits_<*>-<*> has improperly formatted transaction ID,3839
Error report from datanode<*>: Received NOTIFY error,3840
Disk error on datanode<*>: Disk is full,3841
"Fatal disk error on datanode<*>: Disk failure, data loss imminent",3842
"Adjusting block totals from <*>/<*> to <*>/<*>, blockSafe, blockTotal, blockSafe + deltaSafe, blockTotal + deltaTotal",3843
Path not found: <*>,3844
Attempt to set an erasure coding policy for a file <*>,3845
Setting XAttrs for path: <*>,3846
Failed to remove SPS xattr for track id <*>,3847
Failed to get local host name,3848
ServicePlugin org.apache.hadoop.hdfs.server.namenode.SecondaryNameNodePlugin could not be stopped,3849
Stopping server on <*>,3850
Exception in closing listener socket,3851
"Exception running disk checks against volume <*><*>, exception",3852
"Created DelegationTokenIdentifier(hdfs, owner=datanode<*>, renewer=datanode<*>, realUser=datanode<*>)",3853
Cannot get delegation token from datanode<*>,3854
Trash and PreviousDir shouldn't both exist for storage directory <*>,3855
Cleared trash for storage directory <*>,3856
"Registered FSNamesystemState, ReplicatedBlocksState and ECBlockGroupsState MBeans.",3857
Please specify the path for setting the storage policy. <*>,3858
Please specify the policy name. <*>,3859
Exception encountered during storage policy setting. <*>,3860
Set storage policy replication on <*>,3861
Invalidating blocks in dataset,3862
Unresolved host: namenode<*>:<*>,3863
Address namenode<*>:<*> is local,3864
Cannot fetch cluster ID metrics: Unable to connect to namenode at https:<*>:<*>,3865
AccessControlException: Permission denied while accessing link target.,3866
Snapshot diff report generated,3867
Start MarkedDeleteBlockScrubber thread,3868
"MarkedDeleteBlockScrubber encountered an exception during the block deletion process, the deletion of the block will retry in <*> millisecond.",3869
Clear markedDeleteQueue over <*> millisecond to release the write lock,3870
Stopping MarkedDeleteBlockScrubber.,3871
key = data_size (default=<*>),3872
Created delegation token <*>,3873
Cannot get delegation token from dataNode<*>,3874
Created delegation token,3875
Checksum verification failed for block group.,3876
"Got overwrite with appended data [<*>-<*>), + current offset <*>, + drop the overlapped section [<*>-<*>) + and append new data [<*>-<*>).",3877
"Failed to place enough replicas: expected size is <*> but only <*> storage types can be selected (replication=<*>, selected=<*>, unavailable=<*>, removed=<*>, policy=BlockPlacementPolicy)",3878
Temporary redirect for checksum,3879
Checksum JSON location response,3880
Delegation token request processed,3881
Block locations retrieved,3882
Unsupported operation attempted,3883
Could not obtain block from any node: Connection refused,3884
Failed to connect to datanode<*>:<*>: Connection refused,3885
Starting recovery process for unclosed journal segments...,3886
Successfully started new epoch <*>,3887
"newEpoch(<*>) responses:\nreplica<*>=OK, replica<*>=OK, replica<*>=OK",3888
Skipping creating directory for block pool pool-<*> for PROVIDED storage location hdfs:<*>:<*><*>,3889
Invalid directory in: <*>: Permission denied,3890
Upgrade of data_pool_<*> is complete,3891
Renew delegation token operation started,3892
"Token renewed, expiration time updated",3893
Access control exception during renew delegation token,3894
Audit log created for failed operation,3895
Storage directory <*> does not exist or is not accessible.,3896
Cannot import image from a checkpoint. NameNode already contains an image in <*>,3897
DIR* FSDirectory.unprotectedDelete: failed to remove <*> because it does not exist,3898
DIR* FSDirectory.unprotectedDelete: failed to remove / because the root is not allowed to be deleted,3899
"HTTP GET: getFileInfo, <*>, ugi=hdfs, hdfs_user, hdfs_user param<*>=value<*>, param<*>=value<*>",3900
Only one image storage directory (dfs.namenode.name.dir) configured. Beware of data loss due to lack of redundant storage directories!,3901
Only one namespace edits storage directory (dfs.namenode.edits.dir) configured. Beware of data loss due to lack of redundant storage directories!,3902
"load(<*>, <*>): loaded iterator iterator_<*>: https:<*>:<*>",3903
Loading InMemoryAliasMapReader for block pool id hdd_pool_<*>,3904
Exception in getting reader from provided alias map,3905
Exception in retrieving block pool id hdd_pool_<*>,3906
It appears that another node datanode<*> has already locked the storage directory: <*>,3907
"Failed to acquire lock on <*> If this storage directory is mounted via NFS, ensure that the appropriate nfs lock services are running.",3908
Lock on <*> acquired by nodename namenode<*>,3909
Namespace info retrieved,3910
Namespace correctly verified and set,3911
Thread name formatted with NamespaceInfo,3912
datanode_<*> is in multiple subclusters,3913
Excluding datanode due to it not being in service,3914
Excluding datanode because it is considered stale,3915
Excluding datanode because the target count exceeds the maximum allowed per rack,3916
Excluding datanode because it is identified as a slow node,3917
Zone zone-<*> completed re-encryption.,3918
Initializing operation,3919
Operation is not supported,3920
"dfs.image.parallel.target.sections is set to -<*>. It must be greater than zero. Setting to default of <*>, dfs.image.parallel.target.sections, -<*>, <*>",3921
"dfs.image.parallel.inode.threshold is set to -<*>. It must be greater than zero. Setting to default of <*>, dfs.image.parallel.inode.threshold, -<*>, <*>",3922
Loaded <*> <*> from FSImage,3923
Wrapped input stream for compression,3924
Executing rollEditLog,3925
